title,titleUrl,time,channelName,channelUrl
Live - เรียนพื้นฐาน Google Sheets สำหรับงาน Data Science,https://www.youtube.com/watch?v=vPtuBbycqjY,2020-12-25T12:54:18.612Z,DataRockie,https://www.youtube.com/channel/UC8kSj8rxbF45_UcjfnIQCfg
Cage (Remastered),https://www.youtube.com/watch?v=-8zq9fTbusQ,2020-12-24T16:53:23.228Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
Binary Star (Remastered),https://www.youtube.com/watch?v=A7d7Sp-eAdQ,2020-12-24T16:53:16.768Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
REMEMBER,https://www.youtube.com/watch?v=ALajnmT-2Gk,2020-12-24T16:48:06.352Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
宅REC-nZk「Barricades ＜MODv＞」／ SawanoHiroyuki[nZk]:Yosh (Survive Said The Prophet),https://www.youtube.com/watch?v=UoxLPBjXM18,2020-12-24T16:44:12.027Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
31N-P - Sign OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=VE-qIP5TE9Q,2020-12-24T16:43:47.983Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
โค้ดอยู่ในคำอธิบายคลิป + ปั้นโมน่า [Genshin Impact Live 72],https://www.youtube.com/watch?v=w6hHJMbR5sQ,2020-12-24T15:44:04.465Z,UngUng Gaming,https://www.youtube.com/channel/UC9v6eeO6aecq2bshARMwIog
How To Tell If We're Beating COVID-19,https://www.youtube.com/watch?v=54XLXg4fYsc,2020-12-24T15:08:40.069Z,minutephysics,https://www.youtube.com/channel/UCUHW94eEFW7hkUMVaZz4eDg
What This Chart Actually Means for COVID-19,https://www.youtube.com/watch?v=fgBla7RepXU,2020-12-24T07:12:08.909Z,It's Okay To Be Smart,https://www.youtube.com/channel/UCH4BNI0-FOK2dMXoFtViWHw
esport ในร่างกฏหมายและความชิบหายของงานวิจัย,https://www.youtube.com/watch?v=t1ZpJzlH6QE,2020-12-23T14:26:51.924Z,9arm,https://www.youtube.com/channel/UCoiEtD4v1qMAqHV5MDI5Qpg
My Hero Academia Season 5 - Official Trailer 2,https://www.youtube.com/watch?v=cN0ZvBL1Ia4,2020-12-23T12:13:23.239Z,AnimeTV チェーン,https://www.youtube.com/channel/UCGPJ-ypIEy4Q9VygoNLl7HQ
sisirc - CRISIS OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=0YAumGODq9g,2020-12-22T15:35:06.628Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
fire9d - CRISIS OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=Zpe4v-R8_hw,2020-12-22T15:33:14.699Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
9a14s (feat. Gemie) - CRISIS OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=eVtFldZZCKc,2020-12-22T15:33:12.671Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
Trust you - CRISIS OST - KOHTA YAMAMOTO,https://www.youtube.com/watch?v=SmoeZMNx3BE,2020-12-22T15:33:08.493Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
Attack on Titan Season 4 Episode 1 OST | Reiner Transformation x Battle Theme,https://www.youtube.com/watch?v=2OjzdpunQcc,2020-12-22T15:31:27.067Z,Samuel Kim Music,https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ
Mobile Armor,https://www.youtube.com/watch?v=BFcf8XUQknE,2020-12-22T15:31:15.160Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
Jet Set Run (Re-Build),https://www.youtube.com/watch?v=6OB8cgV7zMk,2020-12-22T15:20:45.257Z,Yuki Hayashi - Topic,https://www.youtube.com/channel/UCQ6eto8FjpD7mut_F23ctpw
สะเก็ดไลฟ์ #1: ศิษย์ล้างครู,https://www.youtube.com/watch?v=YP9J5RwQq48,2020-12-22T15:19:33.276Z,9arm,https://www.youtube.com/channel/UCoiEtD4v1qMAqHV5MDI5Qpg
Godlike Kritika:REBOOT - พามาดูอาชีพสุดกร๊าวใจ Shadow Mage,https://www.youtube.com/watch?v=eRyS3ke2A8w,2020-12-22T15:09:52.804Z,iamSometimes,https://www.youtube.com/channel/UCqA48zxQgGz1AfON-wrn5BA
Hiroyuki Sawano / Project【emU】 “Attack on Titan” suite,https://www.youtube.com/watch?v=a6Fl1Xl1ogg,2020-12-22T14:38:31.415Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCpT4syVopfBl2bATVfAt65g
Youkoso jitsuryoku ost - Youkoso jitsuryoku (Main Theme) Version 2,https://www.youtube.com/watch?v=m2XX0tuZmF8,2020-12-22T14:38:25.018Z,Em-Ost II,https://www.youtube.com/channel/UCwBTeZggMDz4Jb63ExlKp9A
Attack on Titan Season 4 OST |  Declaration of War x Tybur's Speech,https://www.youtube.com/watch?v=IVgUIXwmfBQ,2020-12-22T14:38:15.654Z,Samuel Kim Music,https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ
宅REC-nZk「Barricades ＜MODv＞」／ SawanoHiroyuki[nZk]:Yosh (Survive Said The Prophet),https://www.youtube.com/watch?v=UoxLPBjXM18,2020-12-22T12:16:34.320Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
PROMARE 1st Anniversary × 宅REC-nZk「NEXUS ＜PODv＞」／SawanoHiroyuki[nZk]:Laco,https://www.youtube.com/watch?v=rrFXEr1pHqA,2020-12-22T12:16:15.838Z,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
Attack on Titan: Call of Silence x Zero Eclipse | EPIC COVER (Ymir & Historia Theme),https://www.youtube.com/watch?v=eefNPsDAPQk,2020-12-22T12:15:42.638Z,Samuel Kim Music,https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ
Before Lights Out (APETITAN),https://www.youtube.com/watch?v=kKREPewBJoE,2020-12-21T17:22:45.921Z,Samuel Kim - Topic,https://www.youtube.com/channel/UC5LMr1oW9sZp5DVK9xr_k9A
YouSeeBIGGIRL / T:T (Apple Seed x Vogel Im Kafig),https://www.youtube.com/watch?v=HHPtPMPOkAE,2020-12-21T17:22:35.937Z,Samuel Kim - Topic,https://www.youtube.com/channel/UC5LMr1oW9sZp5DVK9xr_k9A
Eren's Berserk Theme,https://www.youtube.com/watch?v=j9ijjmhhQA0,2020-12-21T17:22:32.474Z,Samuel Kim - Topic,https://www.youtube.com/channel/UC5LMr1oW9sZp5DVK9xr_k9A
Guren No Yumiya - Epic Orchestral Version,https://www.youtube.com/watch?v=gbM79_RPtlo,2020-12-21T17:22:30.564Z,Samuel Kim - Topic,https://www.youtube.com/channel/UC5LMr1oW9sZp5DVK9xr_k9A
Shinzo wo Sasageyo! (Epic Orchestral Version),https://www.youtube.com/watch?v=Pu1CQkrlOsA,2020-12-21T17:22:28.812Z,Samuel Kim - Topic,https://www.youtube.com/channel/UC5LMr1oW9sZp5DVK9xr_k9A
Attack on Titan Theme,https://www.youtube.com/watch?v=7R_vPpot7fI,2020-12-21T17:22:13.337Z,Samuel Kim - Topic,https://www.youtube.com/channel/UC5LMr1oW9sZp5DVK9xr_k9A
Call of Silence x Zero Eclipse,https://www.youtube.com/watch?v=CGgPHpOYpZ4,2020-12-21T17:21:50.729Z,Samuel Kim - Topic,https://www.youtube.com/channel/UC5LMr1oW9sZp5DVK9xr_k9A
Barricades (BARRichestra),https://www.youtube.com/watch?v=HH9eYJR4C8k,2020-12-21T17:16:39.438Z,Samuel Kim - Topic,https://www.youtube.com/channel/UC5LMr1oW9sZp5DVK9xr_k9A
So Ist Es Immer (feat. Sorah),https://www.youtube.com/watch?v=i0gqbHmEmbc,2020-12-21T17:16:24.488Z,Samuel Kim - Topic,https://www.youtube.com/channel/UC5LMr1oW9sZp5DVK9xr_k9A
Call of Silence x Zero Eclipse,https://www.youtube.com/watch?v=CGgPHpOYpZ4,2020-12-21T16:57:36.104Z,Samuel Kim - Topic,https://www.youtube.com/channel/UC5LMr1oW9sZp5DVK9xr_k9A
undone - CRISIS OST - KOHTA YAMAMOTO,https://www.youtube.com/watch?v=2ExwcLv6ygA,2020-12-21T16:57:34.469Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
Trust you - CRISIS OST - KOHTA YAMAMOTO,https://www.youtube.com/watch?v=SmoeZMNx3BE,2020-12-21T16:54:38.012Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
偽真者 - Sign OST - KOHTA YAMAMOTO,https://www.youtube.com/watch?v=7sv1Eo-epdA,2020-12-21T16:51:13.112Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
無言の真実 - Sign OST - KOHTA YAMAMOTO,https://www.youtube.com/watch?v=vmpeHQg1SqA,2020-12-21T16:51:05.262Z,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
Mad-Nug,https://www.youtube.com/watch?v=nylAxWo8VMI,2020-12-21T16:50:25.357Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
ชะตากรรมของใครของมัน! - Little Hope: Movie Night Mode #1,https://www.youtube.com/watch?v=lbymdEQg0oI,2020-12-21T14:58:51.139Z,HEARTROCKER,https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ
พี่ขับ..ผมยิง! - FreeFire กับฮานาก้า #12,https://www.youtube.com/watch?v=Gj_IVbjdKpc,2020-12-21T14:47:37.884Z,HEARTROCKER,https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ
LIVE - Among Us #28 - วันแห่งบอร์ดเกมได้เริ่มต้นขึ้น พูดอะไรหน่อย!,https://www.youtube.com/watch?v=dfVpYFNtwDM,2020-12-20T16:12:36.732Z,HEARTROCKER,https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ
Attack on Titan: Call of Silence x Zero Eclipse | EPIC COVER (Ymir & Historia Theme),https://www.youtube.com/watch?v=eefNPsDAPQk,2020-12-20T15:41:28.043Z,Samuel Kim Music,https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ
Attack on Titan S4 Ending Song: Shock x Call of Silence | CINEMATIC ORCHESTRAL COVER,https://www.youtube.com/watch?v=7fvX4HPQhwM,2020-12-20T15:38:11.692Z,Samuel Kim Music,https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ
ชะตากรรมของใครของมัน! - Little Hope: Movie Night Mode #1,https://www.youtube.com/watch?v=lbymdEQg0oI,2020-12-20T11:48:40.634Z,HEARTROCKER,https://www.youtube.com/channel/UC4plRabXFGdAE6HP-tBQKdQ
Drama Scene ฉากเรียกน้ำตาแต่ไมค์บุ๋ม - Among Us #15,https://www.youtube.com/watch?v=Xaod7aLOPr4,2020-12-20T02:20:09.304Z,iamSometimes,https://www.youtube.com/channel/UCqA48zxQgGz1AfON-wrn5BA
夜に駆ける / YOASOBI を歌ってみた！Covered by 後藤萌咲,https://www.youtube.com/watch?v=_DGupj13c94,2020-12-19T17:18:16.297Z,後藤萌咲 official,https://www.youtube.com/channel/UCsXMay25FXvfPj7wVC4s8dQ
KING / Kanaria を歌ってみた！Covered by 後藤萌咲,https://www.youtube.com/watch?v=2ht1lRP0CZw,2020-12-19T17:18:13.208Z,後藤萌咲 official,https://www.youtube.com/channel/UCsXMay25FXvfPj7wVC4s8dQ
"TRUE Performs ""Sincerely"" and ""Letter"" | Netflix Anime",https://www.youtube.com/watch?v=gRjcYGrpJz4,2020-12-19T17:04:08.743Z,Netflix Anime,https://www.youtube.com/channel/UCBSs9x2KzSLhyyA9IKyt4YA
Call of Silence x Zero Eclipse,https://www.youtube.com/watch?v=CGgPHpOYpZ4,2020-12-19T15:50:13.926Z,Samuel Kim - Topic,https://www.youtube.com/channel/UC5LMr1oW9sZp5DVK9xr_k9A
https://www.youtube.com/watch?v=qmxqc5hcEXY,https://www.youtube.com/watch?v=qmxqc5hcEXY,2020-12-19T15:46:47.829Z,,
Hiroyuki Sawano – 「ashes」 “Suite” [vocal: gemie] | Epic Anime Music,https://www.youtube.com/watch?v=nxDisb92PmE,2020-12-19T15:37:42.126Z,[UN///CHilD],https://www.youtube.com/channel/UC38-UsT16KcCDR0kXbXxJzA
https://www.youtube.com/watch?v=ALajnmT-2Gk,https://www.youtube.com/watch?v=ALajnmT-2Gk,2020-12-19T15:32:32.063Z,,
https://www.youtube.com/watch?v=6OB8cgV7zMk,https://www.youtube.com/watch?v=6OB8cgV7zMk,2020-12-19T15:27:51.963Z,,
https://www.youtube.com/watch?v=q0Xg1emBzI8,https://www.youtube.com/watch?v=q0Xg1emBzI8,2020-12-19T15:22:16.238Z,,
https://www.youtube.com/watch?v=yqsJ-3F8xgI,https://www.youtube.com/watch?v=yqsJ-3F8xgI,2020-12-19T01:31:18.992Z,,
https://www.youtube.com/watch?v=V1USLIQWQWI,https://www.youtube.com/watch?v=V1USLIQWQWI,2020-12-19T01:31:10.448Z,,
Aratanaru hajimari (Re-Build),https://www.youtube.com/watch?v=WK-LJbwOWEY,2020-12-19T01:22:30.159Z,Yuki Hayashi - Topic,https://www.youtube.com/channel/UCQ6eto8FjpD7mut_F23ctpw
https://www.youtube.com/watch?v=BcfoEuwwHPU,https://www.youtube.com/watch?v=BcfoEuwwHPU,2020-12-18T15:28:00.544Z,,
esport ในสภา (PUBG/ROV = BAD),https://www.youtube.com/watch?v=8kPVyUcs02g,2020-12-18T14:39:41.073Z,9arm,https://www.youtube.com/channel/UCoiEtD4v1qMAqHV5MDI5Qpg
https://www.youtube.com/watch?v=FYBSu2lE5wo,https://www.youtube.com/watch?v=FYBSu2lE5wo,2020-12-18T14:36:23.986Z,,
https://www.youtube.com/watch?v=ALajnmT-2Gk,https://www.youtube.com/watch?v=ALajnmT-2Gk,2020-12-18T14:18:06.588Z,,
Chaos Drifters,https://www.youtube.com/watch?v=ry28KUFSSCE,2020-12-18T14:14:09.400Z,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
https://www.youtube.com/watch?v=qmxqc5hcEXY,https://www.youtube.com/watch?v=qmxqc5hcEXY,2020-12-18T14:10:35.533Z,,
https://www.youtube.com/watch?v=FdO-RWm9ufw,https://www.youtube.com/watch?v=FdO-RWm9ufw,2020-12-18T14:07:34.127Z,,
https://www.youtube.com/watch?v=BFcf8XUQknE,https://www.youtube.com/watch?v=BFcf8XUQknE,2020-12-18T14:00:39.447Z,,
Hiroyuki Sawano – 「ashes」 “Suite” [vocal: gemie] | Epic Anime Music,https://www.youtube.com/watch?v=nxDisb92PmE,2020-12-18T13:51:25.878Z,[UN///CHilD],https://www.youtube.com/channel/UC38-UsT16KcCDR0kXbXxJzA
https://www.youtube.com/watch?v=nBX2om90TB8,https://www.youtube.com/watch?v=nBX2om90TB8,2020-12-18T13:48:23.403Z,,
https://www.youtube.com/watch?v=m2XX0tuZmF8,https://www.youtube.com/watch?v=m2XX0tuZmF8,2020-12-18T13:45:54.666Z,,
https://www.youtube.com/watch?v=nylAxWo8VMI,https://www.youtube.com/watch?v=nylAxWo8VMI,2020-12-18T12:22:50.895Z,,
