header,title,titleUrl,subtitles,time,products,description,channelName,channelUrl
YouTube,ดู Apple Seed / YOUSEEBIGGIRL【Orchestral Cover】 [Mike Reed IX]  Attack on Titan Season 4,https://www.youtube.com/watch?v=UAIm8WKox6Q,"[{'name': 'Mike Reed IX', 'url': 'https://www.youtube.com/channel/UCWItmGMZF9kfNAroTLHYqfQ'}]",2020-12-27T01:44:48.199Z,['YouTube'],,Mike Reed IX,https://www.youtube.com/channel/UCWItmGMZF9kfNAroTLHYqfQ
YouTube,ดู Hiroyuki Sawano: BEST OF VOCAL WORKS | Epic Anime Music | 「澤野弘之」 BEST OF SOUNDTRACK,https://www.youtube.com/watch?v=no8ydjSC194,"[{'name': '[UN///CHilD]', 'url': 'https://www.youtube.com/channel/UC38-UsT16KcCDR0kXbXxJzA'}]",2020-12-26T14:25:51.694Z,['YouTube'],,[UN///CHilD],https://www.youtube.com/channel/UC38-UsT16KcCDR0kXbXxJzA
YouTube,ดู 宅REC-nZk「Tranquility ＜MODv＞」／ SawanoHiroyuki[nZk]:Anly,https://www.youtube.com/watch?v=NjzOcVNdqrk,"[{'name': '澤野弘之 / SawanoHiroyuki[nZk]', 'url': 'https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng'}]",2020-12-26T14:20:57.061Z,['YouTube'],,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
YouTube,ดู PROMARE 1st Anniversary × 宅REC-nZk「NEXUS ＜PODv＞」／SawanoHiroyuki[nZk]:Laco,https://www.youtube.com/watch?v=rrFXEr1pHqA,"[{'name': '澤野弘之 / SawanoHiroyuki[nZk]', 'url': 'https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng'}]",2020-12-26T14:16:46.352Z,['YouTube'],,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
YouTube,ดู Attack On Titan / Shingeki No Kyojin OST - E.M.A,https://www.youtube.com/watch?v=U5HBuZCc3us,"[{'name': 'FakeNinja', 'url': 'https://www.youtube.com/channel/UCIGTPdVyMSulKhyBdMF5lxQ'}]",2020-12-26T14:10:44.274Z,['YouTube'],,FakeNinja,https://www.youtube.com/channel/UCIGTPdVyMSulKhyBdMF5lxQ
YouTube,ดู Just Another Hero,https://www.youtube.com/watch?v=qmxqc5hcEXY,"[{'name': 'Steven McNair - Topic', 'url': 'https://www.youtube.com/channel/UCjlo9dllYgr8CPMf3Aaqndw'}]",2020-12-26T14:07:18.022Z,['YouTube'],,Steven McNair - Topic,https://www.youtube.com/channel/UCjlo9dllYgr8CPMf3Aaqndw
YouTube,ดู Λsʜᴇs＜MODv＞ (feat. Gemie) - Promare Rearrange CD - Hiroyuki Sawano,https://www.youtube.com/watch?v=h54-Gwh5rqU,"[{'name': 'Max Galactica', 'url': 'https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg'}]",2020-12-26T13:14:57.816Z,['YouTube'],,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
YouTube,ดู RX-0,https://www.youtube.com/watch?v=FdO-RWm9ufw,"[{'name': 'Hiroyuki Sawano - Topic', 'url': 'https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw'}]",2020-12-26T13:12:03.308Z,['YouTube'],,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
YouTube,ดู Chaos Drifters,https://www.youtube.com/watch?v=ry28KUFSSCE,"[{'name': 'Hiroyuki Sawano - Topic', 'url': 'https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw'}]",2020-12-26T13:08:13.748Z,['YouTube'],,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
YouTube,ดู Hiroyuki Sawano – 「ashes」 “Suite” [vocal: gemie] | Epic Anime Music,https://www.youtube.com/watch?v=nxDisb92PmE,"[{'name': '[UN///CHilD]', 'url': 'https://www.youtube.com/channel/UC38-UsT16KcCDR0kXbXxJzA'}]",2020-12-26T12:59:07.815Z,['YouTube'],,[UN///CHilD],https://www.youtube.com/channel/UC38-UsT16KcCDR0kXbXxJzA
YouTube,ดู REMEMBER,https://www.youtube.com/watch?v=ALajnmT-2Gk,"[{'name': 'Hiroyuki Sawano - Topic', 'url': 'https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw'}]",2020-12-26T12:53:57.969Z,['YouTube'],,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
YouTube,ดู 宅REC-nZk「Barricades ＜MODv＞」／ SawanoHiroyuki[nZk]:Yosh (Survive Said The Prophet),https://www.youtube.com/watch?v=UoxLPBjXM18,"[{'name': '澤野弘之 / SawanoHiroyuki[nZk]', 'url': 'https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng'}]",2020-12-26T12:50:03.589Z,['YouTube'],,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
YouTube,ดู K Return Of Kings OST - Assembly,https://www.youtube.com/watch?v=n4yUyAILgLk,"[{'name': 'Rio 17 Channel', 'url': 'https://www.youtube.com/channel/UCRvoHf5UJDItJErC_OXKeSA'}]",2020-12-26T04:34:02.636Z,['YouTube'],,Rio 17 Channel,https://www.youtube.com/channel/UCRvoHf5UJDItJErC_OXKeSA
YouTube,ดู Kuroko no Basket - OST 26 Sessen,https://www.youtube.com/watch?v=mEyUNptWTg0,"[{'name': 'Amar Sabotic', 'url': 'https://www.youtube.com/channel/UCPZGfq2XBO_i0iSICCyNmew'}]",2020-12-26T04:33:30.825Z,['YouTube'],,Amar Sabotic,https://www.youtube.com/channel/UCPZGfq2XBO_i0iSICCyNmew
YouTube,ดู 06 Kokoro no Yoridokoro - MY HERO ACADEMIA 2nd OST 2,https://www.youtube.com/watch?v=86xjZ0HVO3s,"[{'name': 'alpha doge', 'url': 'https://www.youtube.com/channel/UCbER561CVM9-s6MyL_kP1IQ'}]",2020-12-26T04:32:21.894Z,['YouTube'],,alpha doge,https://www.youtube.com/channel/UCbER561CVM9-s6MyL_kP1IQ
YouTube,ดู Darling in the Franxx OST - 07 Counterattack,https://www.youtube.com/watch?v=wMUcybfsuVA,"[{'name': 'big meme', 'url': 'https://www.youtube.com/channel/UC2Tk6gMZc0KP8GVQw_QLbmA'}]",2020-12-26T04:32:10.974Z,['YouTube'],,big meme,https://www.youtube.com/channel/UC2Tk6gMZc0KP8GVQw_QLbmA
YouTube,ดู Darling in the Franxx OST - 03 Odds and ends,https://www.youtube.com/watch?v=DekOlc4xaeg,"[{'name': 'big meme', 'url': 'https://www.youtube.com/channel/UC2Tk6gMZc0KP8GVQw_QLbmA'}]",2020-12-26T04:31:58.650Z,['YouTube'],,big meme,https://www.youtube.com/channel/UC2Tk6gMZc0KP8GVQw_QLbmA
YouTube,ดู Darling in the Franxx OST - 08 Operation,https://www.youtube.com/watch?v=uCW2QgzCMhQ,"[{'name': 'big meme', 'url': 'https://www.youtube.com/channel/UC2Tk6gMZc0KP8GVQw_QLbmA'}]",2020-12-26T04:31:40.267Z,['YouTube'],,big meme,https://www.youtube.com/channel/UC2Tk6gMZc0KP8GVQw_QLbmA
YouTube,ดู Darling in the Franxx OST - 15 Clarity,https://www.youtube.com/watch?v=zERwK8T2mq4,"[{'name': 'big meme', 'url': 'https://www.youtube.com/channel/UC2Tk6gMZc0KP8GVQw_QLbmA'}]",2020-12-26T04:30:04.842Z,['YouTube'],,big meme,https://www.youtube.com/channel/UC2Tk6gMZc0KP8GVQw_QLbmA
YouTube,ดู DARLING in the FRANXX OST - CODE:016,https://www.youtube.com/watch?v=fmr2lbb_L1A,"[{'name': 'Hir02 Music', 'url': 'https://www.youtube.com/channel/UCS7HUyP9USSFcmqAg-EEbsA'}]",2020-12-26T04:29:40.489Z,['YouTube'],,Hir02 Music,https://www.youtube.com/channel/UCS7HUyP9USSFcmqAg-EEbsA
YouTube,ดู FUSE/Asami Tachibana/DARLING in the FRANXX ORIGINAL SOUNDTRACK vol.2,https://www.youtube.com/watch?v=q0Xg1emBzI8,"[{'name': 'Hatsune Miku Senpai', 'url': 'https://www.youtube.com/channel/UC0g0sudBI9BOR3V8jwERSEw'}]",2020-12-26T04:29:08.181Z,['YouTube'],,Hatsune Miku Senpai,https://www.youtube.com/channel/UC0g0sudBI9BOR3V8jwERSEw
YouTube,ดู Mahouka Koukou no Rettousei CD1: 09 election,https://www.youtube.com/watch?v=eE7I8o24LKE,"[{'name': 'SkySound Album/OST', 'url': 'https://www.youtube.com/channel/UCE039smDVcUeX0-oVS5NPow'}]",2020-12-26T04:28:51.530Z,['YouTube'],,SkySound Album/OST,https://www.youtube.com/channel/UCE039smDVcUeX0-oVS5NPow
YouTube,ดู 【Kaguya-sama wa Kokurasetai OST vol. 2】09. Suki na Hito (好きな人),https://www.youtube.com/watch?v=JMYuLJj9MIQ,"[{'name': '毛利 蘭', 'url': 'https://www.youtube.com/channel/UC6GAxHXawzUgtzZ00_1LdUw'}]",2020-12-26T04:28:24.816Z,['YouTube'],,毛利 蘭,https://www.youtube.com/channel/UC6GAxHXawzUgtzZ00_1LdUw
YouTube,ดู Youkoso jitsuryoku ost - Youkoso jitsuryoku (Main Theme) Version 2,https://www.youtube.com/watch?v=m2XX0tuZmF8,"[{'name': 'Em-Ost II', 'url': 'https://www.youtube.com/channel/UCwBTeZggMDz4Jb63ExlKp9A'}]",2020-12-26T04:27:35.039Z,['YouTube'],,Em-Ost II,https://www.youtube.com/channel/UCwBTeZggMDz4Jb63ExlKp9A
YouTube,ดู We'll Go All-Out to Stop You!,https://www.youtube.com/watch?v=CQBtFqZqyFg,"[{'name': 'Yuki Hayashi - Topic', 'url': 'https://www.youtube.com/channel/UCQ6eto8FjpD7mut_F23ctpw'}]",2020-12-26T04:19:24.772Z,['YouTube'],,Yuki Hayashi - Topic,https://www.youtube.com/channel/UCQ6eto8FjpD7mut_F23ctpw
YouTube,ดู The Spear and Shield Match - My Hero Academia Season 4 OST - Yuki Hayashi,https://www.youtube.com/watch?v=HpgCGNKwFSw,"[{'name': 'yduR', 'url': 'https://www.youtube.com/channel/UCFPfPLv_GZqs_V1arduH0VA'}]",2020-12-26T04:19:11.458Z,['YouTube'],,yduR,https://www.youtube.com/channel/UCFPfPLv_GZqs_V1arduH0VA
YouTube,ดู Combat License! - My Hero Academia Season 3 OST - Yuki Hayashi,https://www.youtube.com/watch?v=sY8mXLKjg0o,"[{'name': 'yduR', 'url': 'https://www.youtube.com/channel/UCFPfPLv_GZqs_V1arduH0VA'}]",2020-12-26T04:18:45.658Z,['YouTube'],,yduR,https://www.youtube.com/channel/UCFPfPLv_GZqs_V1arduH0VA
YouTube,ดู Attack on Titan Season 4 Episode 1 OST | Reiner Transformation x Battle Theme,https://www.youtube.com/watch?v=2OjzdpunQcc,"[{'name': 'Samuel Kim Music', 'url': 'https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ'}]",2020-12-25T15:43:33.892Z,['YouTube'],,Samuel Kim Music,https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ
YouTube,ดู Attack on Titan Season 4 Episode 3 OST | Reiner's Past x Apple Seed | EPIC EMOTIONAL,https://www.youtube.com/watch?v=SxxPweqKpLQ,"[{'name': 'Samuel Kim Music', 'url': 'https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ'}]",2020-12-25T15:43:21.767Z,['YouTube'],,Samuel Kim Music,https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ
YouTube,ดู Attack on Titan Season 4 OST |  Declaration of War x Tybur's Speech,https://www.youtube.com/watch?v=IVgUIXwmfBQ,"[{'name': 'Samuel Kim Music', 'url': 'https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ'}]",2020-12-25T15:43:17.672Z,['YouTube'],,Samuel Kim Music,https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ
YouTube,ดู Hello World - Logistic Regression,https://www.youtube.com/watch?v=lYdZyuNe7z0,"[{'name': 'DataRockie', 'url': 'https://www.youtube.com/channel/UC8kSj8rxbF45_UcjfnIQCfg'}]",2020-12-25T14:28:29.277Z,['YouTube'],,DataRockie,https://www.youtube.com/channel/UC8kSj8rxbF45_UcjfnIQCfg
YouTube,ดู 宅REC-nZk「Barricades ＜MODv＞」／ SawanoHiroyuki[nZk]:Yosh (Survive Said The Prophet),https://www.youtube.com/watch?v=UoxLPBjXM18,"[{'name': '澤野弘之 / SawanoHiroyuki[nZk]', 'url': 'https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng'}]",2020-12-25T14:09:23.250Z,['YouTube'],,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
YouTube,"ดู ""NEXUS"" - Sawano Hiroyuki[nZk] - ｢Feat.Laco｣ - ｢LIVE Best of Vocal Works [nZk]｣",https://www.youtube.com/watch?v=-g6znkTwxIM,"[{'name': 'AleSempai 14', 'url': 'https://www.youtube.com/channel/UCp1sH0Cz3lNKdMwNPLTHMEg'}]",2020-12-25T14:09:18.204Z,['YouTube'],,AleSempai 14,https://www.youtube.com/channel/UCp1sH0Cz3lNKdMwNPLTHMEg
YouTube,ดู PROMARE 1st Anniversary × 宅REC-nZk「NEXUS ＜PODv＞」／SawanoHiroyuki[nZk]:Laco,https://www.youtube.com/watch?v=rrFXEr1pHqA,"[{'name': '澤野弘之 / SawanoHiroyuki[nZk]', 'url': 'https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng'}]",2020-12-25T14:01:12.705Z,['YouTube'],,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
YouTube,ดู Attack On Titan Season 2 OST ~ [AOTs2M他3/ Her heart still beating],https://www.youtube.com/watch?v=1RiSQJr9gJE,"[{'name': 'Arestame Sound', 'url': 'https://www.youtube.com/channel/UC2fIWrDuNa-BAQSCGVRr7dQ'}]",2020-12-25T13:58:55.714Z,['YouTube'],,Arestame Sound,https://www.youtube.com/channel/UC2fIWrDuNa-BAQSCGVRr7dQ
YouTube,ดู 1-Hour | Hiroyuki Sawano: BEST OF SOUNDTRACK | Epic Music MiX | ~ Best OST Collection ~,https://www.youtube.com/watch?v=nhcamX3lkPc,"[{'name': '[UN///CHilD]', 'url': 'https://www.youtube.com/channel/UC38-UsT16KcCDR0kXbXxJzA'}]",2020-12-25T12:57:08.709Z,['YouTube'],,[UN///CHilD],https://www.youtube.com/channel/UC38-UsT16KcCDR0kXbXxJzA
YouTube,ดู PIROMARE - Promare OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=GtaoJkMfEUc,"[{'name': 'Max Galactica', 'url': 'https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg'}]",2020-12-25T12:55:26.532Z,['YouTube'],,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
YouTube,ดู Live - เรียนพื้นฐาน Google Sheets สำหรับงาน Data Science,https://www.youtube.com/watch?v=vPtuBbycqjY,"[{'name': 'DataRockie', 'url': 'https://www.youtube.com/channel/UC8kSj8rxbF45_UcjfnIQCfg'}]",2020-12-25T12:54:18.612Z,['YouTube'],,DataRockie,https://www.youtube.com/channel/UC8kSj8rxbF45_UcjfnIQCfg
YouTube,ดู Cage (Remastered),https://www.youtube.com/watch?v=-8zq9fTbusQ,"[{'name': 'Hiroyuki Sawano - Topic', 'url': 'https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw'}]",2020-12-24T16:53:23.228Z,['YouTube'],,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
YouTube,ดู Binary Star (Remastered),https://www.youtube.com/watch?v=A7d7Sp-eAdQ,"[{'name': 'Hiroyuki Sawano - Topic', 'url': 'https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw'}]",2020-12-24T16:53:16.768Z,['YouTube'],,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
YouTube,ดู REMEMBER,https://www.youtube.com/watch?v=ALajnmT-2Gk,"[{'name': 'Hiroyuki Sawano - Topic', 'url': 'https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw'}]",2020-12-24T16:48:06.352Z,['YouTube'],,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
YouTube,ดู 宅REC-nZk「Barricades ＜MODv＞」／ SawanoHiroyuki[nZk]:Yosh (Survive Said The Prophet),https://www.youtube.com/watch?v=UoxLPBjXM18,"[{'name': '澤野弘之 / SawanoHiroyuki[nZk]', 'url': 'https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng'}]",2020-12-24T16:44:12.027Z,['YouTube'],,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCbJM_Y06iuUOl3hVPqYcvng
YouTube,ดู 31N-P - Sign OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=VE-qIP5TE9Q,"[{'name': 'Max Galactica', 'url': 'https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg'}]",2020-12-24T16:43:47.983Z,['YouTube'],,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
YouTube,ดู โค้ดอยู่ในคำอธิบายคลิป + ปั้นโมน่า [Genshin Impact Live 72],https://www.youtube.com/watch?v=w6hHJMbR5sQ,"[{'name': 'UngUng Gaming', 'url': 'https://www.youtube.com/channel/UC9v6eeO6aecq2bshARMwIog'}]",2020-12-24T15:44:04.465Z,['YouTube'],,UngUng Gaming,https://www.youtube.com/channel/UC9v6eeO6aecq2bshARMwIog
YouTube,ดู How To Tell If We're Beating COVID-19,https://www.youtube.com/watch?v=54XLXg4fYsc,"[{'name': 'minutephysics', 'url': 'https://www.youtube.com/channel/UCUHW94eEFW7hkUMVaZz4eDg'}]",2020-12-24T15:08:40.069Z,['YouTube'],,minutephysics,https://www.youtube.com/channel/UCUHW94eEFW7hkUMVaZz4eDg
YouTube,ดู What This Chart Actually Means for COVID-19,https://www.youtube.com/watch?v=fgBla7RepXU,"[{'name': ""It's Okay To Be Smart"", 'url': 'https://www.youtube.com/channel/UCH4BNI0-FOK2dMXoFtViWHw'}]",2020-12-24T07:12:08.909Z,['YouTube'],,It's Okay To Be Smart,https://www.youtube.com/channel/UCH4BNI0-FOK2dMXoFtViWHw
YouTube,ดู esport ในร่างกฏหมายและความชิบหายของงานวิจัย,https://www.youtube.com/watch?v=t1ZpJzlH6QE,"[{'name': '9arm', 'url': 'https://www.youtube.com/channel/UCoiEtD4v1qMAqHV5MDI5Qpg'}]",2020-12-23T14:26:51.924Z,['YouTube'],,9arm,https://www.youtube.com/channel/UCoiEtD4v1qMAqHV5MDI5Qpg
YouTube,ดู My Hero Academia Season 5 - Official Trailer 2,https://www.youtube.com/watch?v=cN0ZvBL1Ia4,"[{'name': 'AnimeTV チェーン', 'url': 'https://www.youtube.com/channel/UCGPJ-ypIEy4Q9VygoNLl7HQ'}]",2020-12-23T12:13:23.239Z,['YouTube'],,AnimeTV チェーン,https://www.youtube.com/channel/UCGPJ-ypIEy4Q9VygoNLl7HQ
YouTube,ดู sisirc - CRISIS OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=0YAumGODq9g,"[{'name': 'Max Galactica', 'url': 'https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg'}]",2020-12-22T15:35:06.628Z,['YouTube'],,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
YouTube,ดู fire9d - CRISIS OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=Zpe4v-R8_hw,"[{'name': 'Max Galactica', 'url': 'https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg'}]",2020-12-22T15:33:14.699Z,['YouTube'],,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
YouTube,ดู 9a14s (feat. Gemie) - CRISIS OST - Hiroyuki Sawano,https://www.youtube.com/watch?v=eVtFldZZCKc,"[{'name': 'Max Galactica', 'url': 'https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg'}]",2020-12-22T15:33:12.671Z,['YouTube'],,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
YouTube,ดู Trust you - CRISIS OST - KOHTA YAMAMOTO,https://www.youtube.com/watch?v=SmoeZMNx3BE,"[{'name': 'Max Galactica', 'url': 'https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg'}]",2020-12-22T15:33:08.493Z,['YouTube'],,Max Galactica,https://www.youtube.com/channel/UCVlccgb8OMMUQPghZhRZtwg
YouTube,ดู Attack on Titan Season 4 Episode 1 OST | Reiner Transformation x Battle Theme,https://www.youtube.com/watch?v=2OjzdpunQcc,"[{'name': 'Samuel Kim Music', 'url': 'https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ'}]",2020-12-22T15:31:27.067Z,['YouTube'],,Samuel Kim Music,https://www.youtube.com/channel/UCuoKuTCQ9dmPIgOgyLm9HgQ
YouTube,ดู Mobile Armor,https://www.youtube.com/watch?v=BFcf8XUQknE,"[{'name': 'Hiroyuki Sawano - Topic', 'url': 'https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw'}]",2020-12-22T15:31:15.160Z,['YouTube'],,Hiroyuki Sawano - Topic,https://www.youtube.com/channel/UCy3Lx1fNl4XnxleZBJK_PXw
YouTube,ดู Jet Set Run (Re-Build),https://www.youtube.com/watch?v=6OB8cgV7zMk,"[{'name': 'Yuki Hayashi - Topic', 'url': 'https://www.youtube.com/channel/UCQ6eto8FjpD7mut_F23ctpw'}]",2020-12-22T15:20:45.257Z,['YouTube'],,Yuki Hayashi - Topic,https://www.youtube.com/channel/UCQ6eto8FjpD7mut_F23ctpw
YouTube,ดู สะเก็ดไลฟ์ #1: ศิษย์ล้างครู,https://www.youtube.com/watch?v=YP9J5RwQq48,"[{'name': '9arm', 'url': 'https://www.youtube.com/channel/UCoiEtD4v1qMAqHV5MDI5Qpg'}]",2020-12-22T15:19:33.276Z,['YouTube'],,9arm,https://www.youtube.com/channel/UCoiEtD4v1qMAqHV5MDI5Qpg
YouTube,ดู Godlike Kritika:REBOOT - พามาดูอาชีพสุดกร๊าวใจ Shadow Mage,https://www.youtube.com/watch?v=eRyS3ke2A8w,"[{'name': 'iamSometimes', 'url': 'https://www.youtube.com/channel/UCqA48zxQgGz1AfON-wrn5BA'}]",2020-12-22T15:09:52.804Z,['YouTube'],,iamSometimes,https://www.youtube.com/channel/UCqA48zxQgGz1AfON-wrn5BA
YouTube,ดู Hiroyuki Sawano / Project【emU】 “Attack on Titan” suite,https://www.youtube.com/watch?v=a6Fl1Xl1ogg,"[{'name': '澤野弘之 / SawanoHiroyuki[nZk]', 'url': 'https://www.youtube.com/channel/UCpT4syVopfBl2bATVfAt65g'}]",2020-12-22T14:38:31.415Z,['YouTube'],,澤野弘之 / SawanoHiroyuki[nZk],https://www.youtube.com/channel/UCpT4syVopfBl2bATVfAt65g
